Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
5031.0,15978.0,2674.0,Salaried,59.0,Married,3.0,740.0,3.0,0.31,1495.0,10705.0,24938.0,,Personal,Semiurban,Graduate,Female,Government,Yes
5032.0,10192.0,4113.0,Salaried,47.0,,2.0,775.0,0.0,0.43,1466.0,25218.0,32388.0,48.0,Car,Semiurban,Graduate,Female,,No
5033.0,8854.0,3850.0,Salaried,21.0,Single,3.0,734.0,4.0,0.2,7847.0,20222.0,20364.0,60.0,Car,,Not Graduate,Male,Business,Yes
5034.0,13276.0,8905.0,Contract,57.0,Single,0.0,650.0,4.0,0.2,6617.0,10566.0,36193.0,,Business,Urban,Graduate,Female,Private,No
5035.0,6502.0,2075.0,Salaried,41.0,Married,2.0,788.0,,0.47,4719.0,39745.0,24912.0,12.0,Business,Rural,Graduate,Male,Private,Yes
5036.0,19519.0,9401.0,Salaried,55.0,Married,3.0,658.0,4.0,0.2,,46624.0,30535.0,24.0,Business,Semiurban,Graduate,Male,Unemployed,Yes
5037.0,16283.0,9442.0,Salaried,32.0,Single,1.0,,3.0,0.28,13824.0,39998.0,18996.0,60.0,Car,Urban,Not Graduate,Male,Business,Yes
5038.0,6705.0,18.0,Salaried,38.0,Married,3.0,715.0,0.0,0.3,11912.0,37238.0,33914.0,60.0,Home,Urban,Graduate,Female,Business,No
5039.0,2710.0,2693.0,Salaried,48.0,Single,3.0,750.0,2.0,,16608.0,10711.0,1246.0,60.0,Business,Urban,Graduate,Female,Business,Yes
5040.0,10513.0,1707.0,Salaried,35.0,Single,1.0,678.0,4.0,0.21,12938.0,43904.0,25070.0,48.0,Car,Rural,Not Graduate,Female,Private,Yes
5041.0,12315.0,5120.0,Self-employed,43.0,Married,0.0,653.0,0.0,0.13,5730.0,,,48.0,Home,Urban,Graduate,Male,Government,Yes
5042.0,7597.0,4225.0,Self-employed,43.0,Married,,727.0,0.0,0.37,9552.0,35289.0,7539.0,,Home,Urban,Not Graduate,Male,MNC,No
5043.0,15562.0,320.0,Salaried,35.0,Single,0.0,588.0,,0.16,1432.0,10313.0,29773.0,12.0,Personal,Urban,Graduate,Female,Private,Yes
5044.0,16374.0,6404.0,Unemployed,,Single,1.0,672.0,0.0,0.22,4930.0,14179.0,7022.0,12.0,Home,Urban,Graduate,Male,Private,No
5045.0,8240.0,7718.0,Salaried,32.0,Married,3.0,654.0,3.0,0.13,9778.0,21251.0,3424.0,12.0,Car,Urban,Graduate,Female,Government,Yes
5046.0,14604.0,7511.0,Salaried,36.0,Married,0.0,648.0,0.0,0.21,7937.0,48281.0,27370.0,,Car,Semiurban,Graduate,Male,Government,No
5047.0,13474.0,7693.0,Salaried,29.0,Single,0.0,,0.0,,17672.0,40745.0,8134.0,72.0,Home,,,,Government,No
5048.0,16512.0,2037.0,Salaried,29.0,Single,2.0,734.0,4.0,,4103.0,20237.0,27147.0,24.0,,Urban,Graduate,Male,Government,No
5049.0,9147.0,3062.0,Contract,57.0,Married,,775.0,4.0,0.48,13767.0,26447.0,16861.0,12.0,Car,Urban,Graduate,Male,Unemployed,No
5050.0,8908.0,6393.0,Salaried,38.0,Married,0.0,692.0,4.0,0.36,9696.0,43940.0,11491.0,84.0,Business,Urban,Graduate,,MNC,Yes
5051.0,2704.0,2426.0,Self-employed,30.0,Married,2.0,677.0,4.0,0.12,10287.0,23410.0,11503.0,12.0,Home,Urban,Not Graduate,Female,Private,No
5052.0,8890.0,5479.0,Unemployed,45.0,Single,1.0,707.0,0.0,0.22,13747.0,45913.0,22959.0,48.0,Home,,Graduate,Female,Unemployed,No
5053.0,,1763.0,Contract,33.0,Single,3.0,659.0,4.0,0.22,15416.0,23809.0,38311.0,84.0,Education,Rural,Graduate,Female,,No
5054.0,13228.0,6701.0,Contract,58.0,,0.0,586.0,0.0,0.12,13829.0,11740.0,1885.0,24.0,Education,Urban,Graduate,Female,Business,No
5055.0,10173.0,,,37.0,Married,3.0,777.0,,0.4,17273.0,255.0,38246.0,84.0,Business,Rural,Not Graduate,Male,Private,No
5056.0,10052.0,8371.0,Salaried,41.0,Married,0.0,720.0,4.0,,3846.0,35310.0,39315.0,84.0,Education,Semiurban,Graduate,Female,Private,No
5057.0,11591.0,561.0,Contract,54.0,,3.0,679.0,4.0,0.28,5940.0,43348.0,1832.0,,Education,Urban,Not Graduate,Male,Private,Yes
5058.0,7300.0,2917.0,Contract,36.0,Married,0.0,638.0,,0.2,8116.0,6050.0,19025.0,84.0,Personal,Urban,Graduate,Male,Unemployed,No
5059.0,11245.0,9495.0,Unemployed,35.0,Single,0.0,667.0,3.0,0.16,12503.0,23464.0,2790.0,48.0,Car,Urban,Graduate,Male,Business,No
5060.0,9469.0,,Salaried,51.0,Married,3.0,679.0,1.0,0.24,5154.0,12973.0,4196.0,12.0,Car,Rural,Graduate,,Private,No
5061.0,2521.0,6929.0,Salaried,31.0,Married,1.0,750.0,0.0,0.4,18048.0,20719.0,26290.0,60.0,Personal,,Graduate,Female,Government,No
5062.0,18901.0,4288.0,,51.0,Single,3.0,670.0,0.0,0.24,17430.0,4804.0,16961.0,12.0,Home,,Graduate,Male,,No
5063.0,10392.0,135.0,,24.0,Married,1.0,713.0,2.0,0.37,1746.0,29487.0,20639.0,24.0,Car,Urban,Graduate,Female,MNC,No
5064.0,,9515.0,Salaried,36.0,Single,3.0,647.0,0.0,0.13,16879.0,17328.0,3778.0,12.0,Home,Urban,Not Graduate,Male,Private,No
5065.0,7318.0,,Self-employed,45.0,Single,3.0,652.0,0.0,0.1,19532.0,33836.0,14767.0,48.0,Education,Rural,Graduate,Male,Business,No
5066.0,8175.0,2138.0,Contract,48.0,Married,0.0,612.0,3.0,0.18,11429.0,48692.0,3453.0,,Car,Urban,,Female,Unemployed,No
5067.0,16783.0,9208.0,Salaried,38.0,Married,3.0,727.0,1.0,0.34,8024.0,15062.0,10345.0,84.0,Personal,Urban,Graduate,Male,Private,No
5068.0,4431.0,,Unemployed,31.0,Married,3.0,693.0,1.0,0.23,7408.0,28546.0,2739.0,36.0,Car,Urban,Graduate,Male,Business,Yes
5069.0,19039.0,2764.0,Salaried,51.0,,3.0,715.0,0.0,0.42,18683.0,29627.0,4920.0,30.0,Education,Rural,Not Graduate,Female,Private,No
5070.0,8419.0,9518.0,Salaried,50.0,Single,1.0,769.0,4.0,0.44,,17184.0,33584.0,12.0,Personal,Semiurban,Not Graduate,Female,Private,No
5071.0,8018.0,3719.0,Contract,49.0,Married,3.0,,2.0,0.14,19614.0,42690.0,31951.0,48.0,Personal,Urban,Not Graduate,Female,Government,Yes
5072.0,7985.0,6009.0,Salaried,27.0,,1.0,750.0,4.0,0.38,,41478.0,7972.0,24.0,Personal,Urban,Graduate,Male,MNC,Yes
5073.0,12961.0,7621.0,Contract,50.0,Married,1.0,674.0,2.0,,7437.0,31437.0,19045.0,84.0,Business,Urban,Graduate,Male,Private,No
5074.0,11182.0,3191.0,Salaried,58.0,Single,2.0,778.0,4.0,0.46,1915.0,5659.0,23100.0,12.0,Personal,Semiurban,Graduate,Male,Government,No
5075.0,14951.0,8442.0,Unemployed,28.0,Single,1.0,717.0,3.0,0.4,9446.0,23802.0,10477.0,84.0,,Urban,Not Graduate,Female,Unemployed,No
5076.0,10124.0,7851.0,Salaried,25.0,Married,1.0,756.0,4.0,0.44,15454.0,24752.0,20313.0,84.0,Car,Urban,Graduate,Male,MNC,No
5077.0,7367.0,1343.0,Salaried,42.0,Married,0.0,743.0,,0.38,2575.0,31142.0,29251.0,24.0,Business,Rural,Graduate,Male,Private,No
5078.0,8299.0,7668.0,Salaried,40.0,Married,2.0,747.0,0.0,0.38,16679.0,27206.0,26472.0,48.0,Home,Rural,Graduate,Male,Private,No
5079.0,7286.0,4731.0,Salaried,38.0,Single,3.0,606.0,0.0,0.18,12701.0,15552.0,4917.0,12.0,Personal,Urban,Graduate,Male,MNC,No
5080.0,7644.0,7693.0,Salaried,49.0,Married,2.0,736.0,4.0,0.39,15852.0,11687.0,26117.0,84.0,Business,Urban,Graduate,Female,Government,Yes
5081.0,7109.0,8412.0,Salaried,31.0,Married,0.0,,4.0,0.26,11177.0,24565.0,7561.0,72.0,Business,Urban,Not Graduate,,Government,Yes
5082.0,11137.0,631.0,Salaried,42.0,Single,3.0,731.0,,0.3,17501.0,39733.0,36009.0,84.0,Home,,Not Graduate,Male,Business,Yes
5083.0,11817.0,7715.0,Unemployed,42.0,Married,0.0,738.0,2.0,0.41,18054.0,48650.0,1501.0,60.0,Business,Semiurban,Graduate,Female,MNC,No
5084.0,4219.0,7486.0,Salaried,59.0,Married,2.0,696.0,0.0,0.14,11604.0,43722.0,32966.0,48.0,Education,Rural,Graduate,Female,Private,Yes
5085.0,17085.0,2371.0,Salaried,22.0,Single,1.0,615.0,2.0,0.15,1948.0,26228.0,20704.0,48.0,,Rural,Graduate,Female,MNC,No
5086.0,8178.0,9500.0,Salaried,37.0,Single,3.0,677.0,3.0,0.18,10079.0,29675.0,9825.0,24.0,Home,Urban,Graduate,Male,Private,Yes
5087.0,2298.0,4109.0,Salaried,56.0,Single,0.0,762.0,4.0,0.31,5584.0,17060.0,25103.0,24.0,Personal,Urban,Graduate,,MNC,Yes
5088.0,6451.0,3562.0,Salaried,26.0,Married,3.0,727.0,1.0,0.3,18323.0,42809.0,3057.0,48.0,Car,Rural,Not Graduate,Male,Private,Yes
5089.0,13093.0,,Self-employed,40.0,Married,0.0,705.0,4.0,0.36,16330.0,586.0,5428.0,,Home,Urban,Not Graduate,Male,Private,No
5090.0,8435.0,7808.0,Self-employed,51.0,Married,0.0,,0.0,0.31,11882.0,37387.0,2922.0,,Home,Rural,Graduate,Male,MNC,No
5091.0,4691.0,9129.0,Salaried,23.0,Married,0.0,722.0,2.0,0.27,10552.0,21974.0,25654.0,24.0,Home,,,Female,Private,Yes
5092.0,18207.0,9083.0,Self-employed,50.0,Single,0.0,789.0,1.0,0.58,9629.0,49068.0,26298.0,48.0,Personal,Rural,Graduate,Male,Private,No
5093.0,10174.0,6364.0,Contract,48.0,Married,1.0,784.0,,0.44,16057.0,40403.0,10648.0,84.0,Education,Rural,Graduate,Female,Unemployed,No
5094.0,15951.0,286.0,Salaried,31.0,Married,3.0,704.0,4.0,0.38,16977.0,,,84.0,Business,Urban,Graduate,,Private,Yes
5095.0,13321.0,9455.0,Self-employed,39.0,Married,0.0,708.0,1.0,0.2,1480.0,46103.0,38970.0,72.0,Education,Urban,Not Graduate,Male,Private,No
5096.0,11312.0,5899.0,Salaried,38.0,Married,0.0,728.0,2.0,0.38,2748.0,36724.0,16063.0,60.0,Education,Semiurban,Graduate,Male,Government,Yes
5097.0,12314.0,7490.0,Salaried,52.0,Married,1.0,715.0,3.0,0.38,3217.0,6054.0,11185.0,72.0,Business,Urban,Graduate,Male,Government,Yes
5098.0,14939.0,1727.0,Unemployed,56.0,Married,3.0,715.0,4.0,,8007.0,5446.0,,60.0,Business,Rural,Graduate,Female,Unemployed,No
5099.0,13473.0,891.0,Salaried,58.0,Single,3.0,752.0,0.0,0.26,5125.0,23587.0,39496.0,60.0,Home,Urban,Not Graduate,Male,MNC,Yes
5100.0,6224.0,3293.0,Self-employed,25.0,Married,2.0,733.0,0.0,0.32,13790.0,12972.0,26899.0,,Car,Urban,Not Graduate,Male,MNC,No
5101.0,,3178.0,Salaried,41.0,Married,,,0.0,0.22,4538.0,27032.0,24422.0,72.0,Education,Rural,Not Graduate,Female,Private,No
5102.0,5425.0,1395.0,Salaried,27.0,Single,0.0,738.0,4.0,0.27,14743.0,24756.0,28513.0,60.0,Business,Urban,Not Graduate,Female,Unemployed,Yes
5103.0,6188.0,6163.0,Salaried,46.0,Single,3.0,767.0,,0.37,17401.0,6888.0,8162.0,36.0,Business,Urban,Graduate,Male,Government,Yes
5104.0,6565.0,9095.0,Unemployed,45.0,Single,3.0,666.0,3.0,0.19,9400.0,32646.0,14637.0,48.0,Personal,Urban,Not Graduate,Male,MNC,Yes
5105.0,13263.0,7250.0,Salaried,59.0,Single,3.0,796.0,0.0,0.42,3181.0,31612.0,36402.0,24.0,Business,Urban,Graduate,Male,Government,Yes
5106.0,3061.0,4112.0,Self-employed,55.0,Married,1.0,,3.0,0.16,15254.0,24912.0,36397.0,12.0,Home,Rural,Graduate,Male,Government,No
5107.0,8638.0,1537.0,Salaried,26.0,,3.0,772.0,0.0,,13946.0,15296.0,26149.0,,Education,Semiurban,Graduate,Male,Business,Yes
5108.0,14245.0,3850.0,Contract,33.0,Married,0.0,661.0,4.0,0.34,16121.0,4686.0,18900.0,84.0,Personal,Semiurban,Graduate,Female,Private,Yes
5109.0,18672.0,7569.0,Self-employed,25.0,Married,1.0,721.0,0.0,0.42,8008.0,42.0,22306.0,36.0,Education,Urban,Not Graduate,Male,Unemployed,Yes
5110.0,9390.0,8734.0,Unemployed,57.0,Married,0.0,790.0,3.0,0.32,8655.0,28016.0,34679.0,84.0,Business,Urban,Not Graduate,Male,Business,Yes
5111.0,2994.0,3374.0,Salaried,31.0,Married,1.0,786.0,4.0,0.35,4043.0,37178.0,4228.0,36.0,Car,Urban,Graduate,Female,Government,Yes
5112.0,,9207.0,Salaried,,Married,0.0,714.0,4.0,,6617.0,12963.0,27929.0,84.0,Business,Rural,Graduate,Male,Private,No
5113.0,6624.0,4028.0,Salaried,28.0,Married,1.0,754.0,4.0,0.48,17505.0,10230.0,4920.0,12.0,Business,Urban,Not Graduate,Female,,Yes
5114.0,8453.0,6030.0,Salaried,,,3.0,652.0,0.0,0.17,9256.0,6922.0,6408.0,60.0,Education,Urban,Not Graduate,Male,Government,Yes
5115.0,16828.0,207.0,Salaried,35.0,Married,1.0,721.0,4.0,0.31,9115.0,30912.0,1615.0,72.0,Home,Urban,Graduate,,Government,Yes
5116.0,10512.0,8944.0,Salaried,43.0,Married,1.0,715.0,4.0,,1418.0,39790.0,23478.0,24.0,Home,Semiurban,Graduate,,Business,Yes
5117.0,7799.0,3560.0,Salaried,49.0,Single,3.0,704.0,3.0,0.32,672.0,36070.0,6435.0,60.0,Education,Semiurban,Graduate,Female,Unemployed,No
5118.0,9942.0,8899.0,Contract,33.0,Married,1.0,725.0,3.0,0.4,10977.0,5878.0,4195.0,60.0,Personal,Urban,Not Graduate,Male,Government,No
5119.0,12246.0,1381.0,Salaried,48.0,Married,3.0,,0.0,0.31,3542.0,2450.0,9204.0,12.0,,Rural,Graduate,Female,Government,No
5120.0,7726.0,7477.0,Self-employed,47.0,Married,2.0,753.0,1.0,0.34,78.0,48770.0,33659.0,12.0,Car,Urban,Not Graduate,Female,Government,No
5121.0,8093.0,3155.0,Contract,,Single,0.0,754.0,4.0,0.43,4931.0,36282.0,22051.0,60.0,,Semiurban,Not Graduate,Male,Private,Yes
5122.0,15066.0,4846.0,Unemployed,49.0,Single,3.0,718.0,0.0,0.33,14255.0,27332.0,22342.0,48.0,Car,Semiurban,Graduate,Male,Private,No
5123.0,12970.0,199.0,Salaried,49.0,Single,1.0,787.0,3.0,0.36,613.0,28486.0,10798.0,12.0,Car,Urban,Not Graduate,Male,Unemployed,No
5124.0,4482.0,8253.0,Salaried,30.0,Married,2.0,670.0,4.0,0.25,19505.0,46062.0,37676.0,60.0,Business,Urban,Graduate,Female,Business,No
5125.0,15800.0,270.0,Contract,40.0,Single,3.0,689.0,4.0,0.24,12122.0,27186.0,38559.0,60.0,Business,Urban,Graduate,Male,Unemployed,Yes
5126.0,7879.0,3181.0,Salaried,39.0,Single,3.0,657.0,3.0,0.2,3683.0,37414.0,13197.0,48.0,Personal,Urban,Not Graduate,Male,MNC,No
5127.0,14728.0,893.0,Salaried,23.0,Married,3.0,608.0,3.0,0.13,7426.0,9679.0,25527.0,24.0,Personal,Urban,Not Graduate,Female,Government,No
5128.0,8980.0,7010.0,Salaried,,Married,2.0,776.0,0.0,0.45,7746.0,3832.0,1930.0,12.0,Home,Semiurban,Graduate,Female,MNC,No
5129.0,10713.0,178.0,Unemployed,42.0,Single,2.0,,0.0,0.19,9660.0,,5888.0,48.0,Business,Rural,Graduate,Male,MNC,Yes
5130.0,18621.0,2674.0,Salaried,57.0,Single,3.0,664.0,2.0,,10141.0,46106.0,2088.0,84.0,Business,Semiurban,Graduate,Male,Private,Yes
5131.0,13872.0,9850.0,Contract,21.0,Single,3.0,744.0,,0.4,2592.0,39858.0,10587.0,12.0,Personal,Semiurban,Graduate,Male,Government,No
5132.0,13479.0,7057.0,Salaried,49.0,Married,0.0,648.0,3.0,0.24,14680.0,43131.0,10796.0,12.0,Car,Semiurban,Graduate,,Government,No
5133.0,10835.0,7058.0,Contract,28.0,Married,3.0,,4.0,0.21,18772.0,5958.0,25251.0,24.0,Education,Semiurban,Graduate,Male,Private,Yes
5134.0,14954.0,6937.0,Salaried,58.0,Married,1.0,775.0,0.0,0.48,16121.0,36933.0,21451.0,84.0,,Rural,Not Graduate,Male,Private,Yes
5135.0,8734.0,5501.0,Self-employed,36.0,Single,1.0,689.0,2.0,0.24,8251.0,15043.0,7119.0,48.0,Home,Rural,Graduate,Female,MNC,Yes
5136.0,8252.0,6764.0,Contract,53.0,Married,3.0,684.0,1.0,0.29,15063.0,23381.0,,48.0,Home,Rural,Graduate,Female,Business,Yes
5137.0,9389.0,3929.0,Salaried,50.0,Married,1.0,712.0,0.0,0.27,14071.0,15927.0,9307.0,12.0,Car,Urban,Graduate,,MNC,Yes
5138.0,15851.0,1402.0,Salaried,38.0,Single,1.0,791.0,4.0,0.58,4413.0,9308.0,7258.0,12.0,Home,Urban,Graduate,Male,Private,No
5139.0,9993.0,6359.0,Unemployed,53.0,Married,0.0,796.0,1.0,0.38,18556.0,5699.0,24461.0,48.0,Home,Semiurban,Graduate,Male,Unemployed,No
5140.0,14772.0,8295.0,Contract,47.0,Single,3.0,,1.0,0.41,9305.0,27282.0,5792.0,84.0,,Urban,Graduate,Female,Private,No
5141.0,8293.0,1389.0,Salaried,39.0,Married,0.0,787.0,1.0,0.49,11536.0,3187.0,37699.0,60.0,Business,Urban,Graduate,Male,Private,No
5142.0,19844.0,548.0,Salaried,40.0,Single,1.0,786.0,3.0,0.48,17095.0,8728.0,27776.0,12.0,Car,Urban,Graduate,Female,Private,Yes
5143.0,17201.0,8234.0,Salaried,46.0,Married,3.0,685.0,4.0,0.32,,5244.0,24820.0,84.0,Personal,Urban,Graduate,Male,Private,Yes
5144.0,13314.0,3386.0,Salaried,25.0,Married,3.0,760.0,1.0,0.43,,30866.0,32745.0,60.0,Education,Urban,Graduate,Male,Government,Yes
5145.0,17255.0,5175.0,Salaried,40.0,Married,2.0,722.0,,0.43,9455.0,7027.0,9012.0,48.0,Personal,Semiurban,Not Graduate,Female,Business,No
5146.0,15285.0,5245.0,Contract,31.0,Single,0.0,568.0,2.0,0.19,14439.0,25103.0,34093.0,12.0,Business,Rural,,Female,MNC,No
5147.0,14683.0,4653.0,Unemployed,56.0,Single,3.0,657.0,4.0,0.22,19183.0,255.0,,12.0,Education,Semiurban,Not Graduate,Female,Business,No
5148.0,18737.0,8222.0,Salaried,37.0,Married,3.0,796.0,4.0,0.58,7850.0,4759.0,7840.0,24.0,Personal,Rural,Not Graduate,,MNC,No
5149.0,19889.0,5184.0,Salaried,47.0,,0.0,677.0,4.0,0.41,3367.0,33757.0,8429.0,24.0,Personal,Urban,Graduate,Male,MNC,No
5150.0,5303.0,5237.0,Salaried,47.0,Single,0.0,700.0,2.0,,17709.0,43032.0,7597.0,24.0,Personal,Rural,Graduate,Female,Government,No
5151.0,17319.0,459.0,Salaried,30.0,Single,3.0,607.0,0.0,0.12,9652.0,37645.0,25560.0,,Car,Rural,Graduate,Male,,No
5152.0,,1114.0,Salaried,32.0,,3.0,657.0,3.0,0.21,10935.0,33301.0,24073.0,24.0,Education,Rural,Graduate,Female,Government,Yes
5153.0,7985.0,5515.0,Contract,27.0,Married,3.0,750.0,2.0,0.35,,27087.0,24455.0,12.0,Education,Urban,Not Graduate,Female,MNC,No
5154.0,15428.0,2051.0,Contract,57.0,Married,3.0,600.0,4.0,0.17,4929.0,27164.0,3353.0,48.0,Personal,Urban,Not Graduate,Female,Unemployed,No
5155.0,8690.0,8906.0,Self-employed,35.0,Married,0.0,632.0,0.0,0.17,17139.0,40.0,4339.0,12.0,Home,Urban,Graduate,Female,Private,Yes
5156.0,2405.0,7490.0,Self-employed,32.0,Married,1.0,775.0,4.0,,18923.0,7116.0,18186.0,36.0,Car,Semiurban,Graduate,Female,Private,Yes
5157.0,9971.0,5900.0,Contract,42.0,Married,0.0,718.0,0.0,0.42,9951.0,17927.0,10642.0,24.0,Education,Urban,Not Graduate,Male,MNC,No
5158.0,6736.0,4065.0,Salaried,26.0,Single,0.0,754.0,1.0,0.4,,14919.0,27630.0,24.0,Home,Semiurban,Not Graduate,Male,MNC,No
5159.0,8234.0,6346.0,Salaried,47.0,Single,2.0,779.0,,0.37,11476.0,,15198.0,84.0,Business,Rural,Graduate,Male,Private,Yes
5160.0,16118.0,4877.0,Salaried,54.0,Married,3.0,606.0,0.0,0.18,1159.0,49714.0,20699.0,24.0,Education,Urban,Graduate,Male,MNC,No
5161.0,5267.0,1828.0,Self-employed,39.0,Married,0.0,775.0,2.0,,4236.0,6752.0,23640.0,48.0,Personal,,Graduate,Male,Business,No
5162.0,5569.0,5633.0,Salaried,31.0,Married,3.0,686.0,,0.24,8869.0,46388.0,10913.0,72.0,Home,Urban,Not Graduate,Female,Private,Yes
5163.0,19366.0,7115.0,Salaried,36.0,Married,3.0,702.0,0.0,,6216.0,17789.0,28766.0,72.0,Car,Urban,Graduate,,Business,No
5164.0,14202.0,9903.0,Contract,36.0,Married,0.0,640.0,4.0,0.22,4436.0,24497.0,2845.0,72.0,,Urban,Graduate,Male,Private,Yes
5165.0,6426.0,535.0,Unemployed,50.0,Married,3.0,730.0,4.0,0.2,,12877.0,16861.0,84.0,Business,Semiurban,Graduate,,Private,Yes
5166.0,18388.0,3009.0,Salaried,50.0,Married,3.0,,0.0,0.24,,20909.0,8461.0,12.0,Personal,Rural,Graduate,,Private,Yes
5167.0,19518.0,4245.0,Salaried,37.0,Single,3.0,,2.0,0.23,3122.0,36251.0,34640.0,12.0,Home,Semiurban,,Female,Private,Yes
5168.0,11864.0,291.0,Salaried,36.0,,2.0,724.0,0.0,0.23,,48260.0,22300.0,12.0,Car,Urban,Not Graduate,Female,Government,No
5169.0,13581.0,6176.0,,55.0,Married,1.0,713.0,2.0,0.37,5153.0,24569.0,,72.0,Home,Urban,Graduate,Female,Unemployed,No
5170.0,3266.0,2466.0,Salaried,40.0,Married,,762.0,3.0,0.34,7619.0,12809.0,39489.0,48.0,Education,Urban,Graduate,Male,Government,No
5171.0,17313.0,9521.0,Contract,22.0,Single,3.0,721.0,1.0,0.36,1353.0,8794.0,22555.0,48.0,Personal,Urban,Graduate,Male,Private,No
5172.0,4328.0,5651.0,Self-employed,36.0,Single,2.0,732.0,0.0,,1080.0,21693.0,23488.0,24.0,Home,Urban,,Male,Unemployed,No
5173.0,7657.0,9642.0,Salaried,33.0,Married,3.0,646.0,1.0,0.21,15369.0,3490.0,34086.0,36.0,Personal,Semiurban,Graduate,Female,Private,No
5174.0,17356.0,,Salaried,46.0,Married,0.0,689.0,3.0,0.31,12810.0,10855.0,8569.0,72.0,Car,Urban,Not Graduate,Male,Business,Yes
5175.0,12623.0,4907.0,Self-employed,37.0,Married,0.0,701.0,1.0,0.37,14790.0,16066.0,31173.0,84.0,Business,Urban,Graduate,Male,Private,Yes
5176.0,15773.0,,Self-employed,49.0,,2.0,786.0,4.0,0.53,11630.0,3598.0,35185.0,84.0,Business,Rural,Graduate,Female,,Yes
5177.0,8588.0,8906.0,Salaried,37.0,Married,0.0,716.0,0.0,0.32,11052.0,37138.0,13938.0,84.0,Education,Rural,Not Graduate,Female,Government,No
5178.0,10572.0,6190.0,Salaried,32.0,Married,0.0,644.0,2.0,0.14,13826.0,36976.0,18153.0,24.0,Car,Urban,Graduate,Female,Private,Yes
5179.0,2121.0,9057.0,Salaried,39.0,Single,,693.0,4.0,0.22,773.0,46624.0,8367.0,84.0,Business,Rural,Not Graduate,Male,Private,Yes
5180.0,13300.0,1381.0,Self-employed,58.0,Single,0.0,687.0,0.0,0.28,18617.0,3640.0,12548.0,36.0,Education,Urban,Graduate,Male,MNC,Yes
5181.0,9675.0,8925.0,Salaried,56.0,Single,2.0,752.0,2.0,0.35,18214.0,32841.0,1769.0,12.0,Business,Rural,Not Graduate,,Private,No
5182.0,6613.0,6341.0,Contract,27.0,Married,3.0,713.0,0.0,0.23,9780.0,40451.0,36197.0,24.0,Car,Urban,Graduate,Female,Private,No
5183.0,5274.0,6675.0,Salaried,41.0,Married,0.0,625.0,1.0,0.14,8155.0,24753.0,34721.0,84.0,Home,Urban,Graduate,Female,MNC,No
5184.0,9311.0,2673.0,Contract,,,2.0,629.0,4.0,0.15,7176.0,33294.0,33690.0,36.0,Home,Semiurban,Graduate,Male,Private,No
5185.0,10068.0,5370.0,Salaried,57.0,Single,3.0,721.0,2.0,0.38,9374.0,21986.0,33451.0,48.0,Business,,Graduate,Female,Private,No
5186.0,15080.0,4905.0,,47.0,Single,3.0,680.0,0.0,0.19,13747.0,21188.0,23001.0,12.0,Car,Semiurban,Graduate,Male,Private,Yes
5187.0,15517.0,955.0,Salaried,30.0,Single,3.0,731.0,4.0,0.32,,29454.0,24223.0,84.0,Business,Urban,Graduate,,Private,Yes
5188.0,12729.0,9902.0,Salaried,38.0,Single,3.0,772.0,2.0,0.38,15914.0,,23103.0,12.0,Car,Rural,Graduate,Male,MNC,Yes
5189.0,17370.0,8633.0,Salaried,58.0,Married,2.0,712.0,2.0,0.35,6695.0,21539.0,23190.0,84.0,Education,Rural,Graduate,Male,Business,Yes
5190.0,11209.0,7562.0,Contract,52.0,Married,1.0,725.0,3.0,0.4,13668.0,24229.0,6444.0,36.0,Education,Rural,Not Graduate,Female,Government,Yes
5191.0,19568.0,6593.0,Contract,24.0,Married,3.0,656.0,0.0,0.27,11494.0,2838.0,35158.0,84.0,Personal,Urban,Not Graduate,Male,Unemployed,Yes
5192.0,13362.0,6470.0,Salaried,37.0,Married,0.0,719.0,2.0,,8008.0,15543.0,22978.0,60.0,Education,,Not Graduate,Male,Government,Yes
5193.0,19348.0,6809.0,Contract,23.0,Married,0.0,655.0,,0.32,11298.0,28114.0,31176.0,84.0,Personal,Semiurban,Not Graduate,Female,Private,No
5194.0,9501.0,6049.0,Salaried,32.0,Married,1.0,784.0,0.0,0.44,17143.0,46032.0,23140.0,60.0,,Semiurban,Graduate,Female,Government,No
5195.0,13280.0,8797.0,Contract,26.0,Married,3.0,700.0,0.0,0.33,17683.0,10249.0,38267.0,12.0,Home,Semiurban,Not Graduate,Male,Private,Yes
5196.0,16402.0,8095.0,Salaried,,Married,0.0,677.0,4.0,0.37,9908.0,27243.0,1049.0,48.0,Personal,Urban,Graduate,Male,Government,No
5197.0,8366.0,1552.0,Contract,50.0,Married,1.0,799.0,2.0,0.54,14573.0,39637.0,19968.0,12.0,Home,Urban,Graduate,,Government,No
5198.0,4198.0,5178.0,Contract,58.0,Married,,707.0,4.0,,2406.0,34992.0,19961.0,24.0,Personal,Semiurban,Graduate,Female,Private,No
5199.0,17074.0,5797.0,Salaried,58.0,Married,3.0,646.0,4.0,0.21,3106.0,31454.0,3718.0,84.0,Business,Semiurban,Graduate,Female,MNC,No
5200.0,11343.0,3790.0,Salaried,21.0,Single,1.0,669.0,3.0,0.26,14137.0,21516.0,7444.0,60.0,Personal,Urban,Graduate,Female,MNC,No
